ArRId;ArRVersion;ArRCreated;ArRChanged;ArRName;ArRType;ArRXEpsg2154;ArRYEpsg2154;ArRTown;ArRPostalRegion;ArRAccessibility;ArRAudibleSignals;ArRVisualSigns;ArRFareZone;ZdAId;ArRGeopoint
474018;1107149-1106066;2019-03-27T09:49:25+01:00;2024-04-11T08:09:37+02:00;Sceaux;rail;648424;6853695;Sceaux;92071;unknown;unknown;unknown;3;59206;48.78128360590276, 2.29808356188193
473972;1106979-1607888;2019-03-27T09:47:27+01:00;2024-04-11T08:09:37+02:00;Bourg-la-Reine;rail;649452;6853579;Bourg-la-Reine;92014;unknown;unknown;unknown;3;43097;48.780321729653785, 2.3120870236044198
473988;1107034-1103124;2019-03-27T09:48:08+01:00;2024-04-11T08:09:37+02:00;Boissy-Saint-Léger;rail;663574;6850330;Boissy-Saint-Léger;94004;unknown;unknown;unknown;4;43094;48.752052974293264, 2.504546193057954
473986;1107026-999521;2019-03-27T09:48:04+01:00;2024-04-11T08:09:37+02:00;Bagneux;rail;650208;6855017;Cachan;94016;unknown;unknown;unknown;3;44493;48.79331308166018, 2.3222070183068197
473984;1107020-1103124;2019-03-27T09:47:59+01:00;2024-04-11T08:09:37+02:00;Boissy-Saint-Léger;rail;663567;6850332;Boissy-Saint-Léger;94004;unknown;unknown;unknown;4;43094;48.752070566949186, 2.5044508132685745
473956;1106917-1105940;2019-03-27T09:46:50+01:00;2024-04-11T08:09:37+02:00;Gentilly;rail;651597;6857448;Gentilly;94037;unknown;unknown;unknown;2;45877;48.815281564009595, 2.3408376345334156
473959;1106929-1105546;2019-03-27T09:46:56+01:00;2024-04-11T08:09:37+02:00;Fontenay-sous-Bois;rail;660626;6860553;Fontenay-sous-Bois;94033;unknown;unknown;unknown;3;47238;48.843820138807956, 2.463504974716977
473953;1106905-1105902;2019-03-27T09:46:42+01:00;2024-04-11T08:09:37+02:00;Fontenay-aux-Roses;rail;648058;6854400;Fontenay-aux-Roses;92032;unknown;unknown;unknown;3;43125;48.787594606583966, 2.293016898667032
473952;1106901-1105902;2019-03-27T09:46:38+01:00;2024-04-11T08:09:37+02:00;Fontenay-aux-Roses;rail;648056;6854394;Fontenay-aux-Roses;92032;unknown;unknown;unknown;3;43125;48.78754048512842, 2.292990409298475
473964;1106949-1368245;2019-03-27T09:47:06+01:00;2024-04-11T08:09:37+02:00;Chatou - Croissy;rail;638105;6865354;Chatou;78146;unknown;unknown;unknown;4;53783;48.88522418012631, 2.1559623528066156
473930;1106817-1105578;2019-03-27T09:45:45+01:00;2024-04-11T08:09:37+02:00;Lognes;rail;673071;6859976;Lognes;77258;unknown;unknown;unknown;5;43152;48.83927129870922, 2.633109297252498
473947;1106883-1375630;2019-03-27T09:46:26+01:00;2024-04-11T08:09:37+02:00;La Croix de Berny;rail;648857;6851500;Antony;92002;unknown;unknown;unknown;3;46007;48.76157725948332, 2.304239317760248
473942;1106863-47046;2019-03-27T09:46:14+01:00;2024-04-11T08:09:37+02:00;La Hacquinière;rail;637549;6844245;Bures-sur-Yvette;91122;unknown;unknown;unknown;5;47046;48.69533272624412, 2.1514741375296986
473919;1106773-1106207;2019-03-27T09:45:22+01:00;2024-04-11T08:09:37+02:00;Nation;rail;655671;6861073;Paris 12e;75112;unknown;unknown;unknown;1;473875;48.84817470172562, 2.3959383298941117
473918;1106769-44500;2019-03-27T09:45:20+01:00;2024-04-11T08:09:37+02:00;Port Royal;rail;651352;6860208;Paris 5e;75105;unknown;unknown;unknown;1;44500;48.84008414997715, 2.3371858353371793
473908;1106729-43833;2019-03-27T09:44:58+01:00;2024-04-11T08:09:37+02:00;Luxembourg;rail;651547;6860809;Paris 6e;75106;unknown;unknown;unknown;1;43833;48.84550363766169, 2.339774062692854
473901;1106701-43086;2019-03-27T09:44:40+01:00;2024-04-11T08:09:37+02:00;Orsay - Ville;rail;639712;6844470;Orsay;91471;unknown;unknown;unknown;5;43086;48.697561811655305, 2.1808291014376273
473906;1106721-43228;2019-03-27T09:44:52+01:00;2024-04-11T08:09:37+02:00;Les Baconnets;rail;647644;6849094;Antony;92002;unknown;unknown;unknown;4;43228;48.73984118581652, 2.2880334003809035
22024;1533286-44587;2014-12-29T00:00:00+01:00;2024-01-17T12:51:45+01:00;Quatre Septembre;metro;651313;6863490;Paris 2e;75102;false;true;true;1;44587;48.869595921105535, 2.336278642324858
22033;1533276-1034783;2014-12-29T00:00:00+01:00;2024-01-17T12:50:54+01:00;Bourse;metro;651635;6863398;Paris 2e;75102;false;true;true;1;45101;48.86879284391953, 2.340678546975881
471426;1764124-1570764;2019-03-07T18:37:56+01:00;2026-03-13T16:55:19+01:00;La Plaine - Stade de France;rail;653262;6868871;Saint-Denis;93066;unknown;unknown;unknown;2;43145;48.91812954081617, 2.362254587760936
495053;1764113-1782289;2026-03-11T03:02:36+01:00;2026-03-13T16:46:32+01:00;Châtillon - Montrouge;metro;648732;6856976;Châtillon;92020;unknown;unknown;unknown;3;42588;48.810815313528785, 2.301880258370283
471719;1757928-1782229;2019-03-07T18:59:22+01:00;2026-03-11T08:46:19+01:00;Châtelet - Les Halles;rail;652079;6862617;Paris 1er;75101;unknown;unknown;unknown;1;45102;48.86180263009255, 2.346819035639148
471322;1757927-1782229;2019-03-07T18:31:12+01:00;2026-03-11T08:46:18+01:00;Châtelet - Les Halles;rail;652094;6862607;Paris 1er;75101;unknown;unknown;unknown;1;45102;48.861713817186036, 2.347024608997571
41192;1757911-1802209;2014-12-29T00:00:00+01:00;2026-03-11T08:46:09+01:00;Viroflay - Rive Droite;rail;638875;6856478;Viroflay;78686;partial;partial;partial;3;46689;48.80547773148115, 2.1677483421412123
411371;1757895-1095720;2015-01-26T00:00:00+01:00;2026-03-11T08:46:00+01:00;Gare de la Ferté-Milon;rail;708801;6897772;La Ferté-Milon;02307;partial;partial;partial;;411372;49.17963211689134, 3.1206994062281823
472521;1757858-1106031;2019-03-07T20:15:33+01:00;2026-03-11T08:45:40+01:00;Parc des Expositions;rail;664470;6874960;Villepinte;93078;unknown;unknown;unknown;4;47878;48.97360009626187, 2.5146739303310817
472126;1757857-1106031;2019-03-07T19:35:42+01:00;2026-03-11T08:45:40+01:00;Parc des Expositions;rail;664465;6874962;Villepinte;93078;unknown;unknown;unknown;4;47878;48.97361780404354, 2.5146054660502957
471705;1757856-1106031;2019-03-07T18:58:13+01:00;2026-03-11T08:45:39+01:00;Parc des Expositions;rail;664452;6874961;Villepinte;93078;unknown;unknown;unknown;4;47878;48.97360809324767, 2.5144279794865216
472643;1757850-1802196;2019-03-07T20:28:08+01:00;2026-03-11T08:45:36+01:00;Vert-Galant;rail;668228;6871672;Villepinte;93078;unknown;unknown;unknown;4;46222;48.944230363505, 2.5662523712282357
470873;1757847-1802196;2019-03-07T18:06:09+01:00;2026-03-11T08:45:34+01:00;Vert-Galant;rail;668240;6871663;Villepinte;93078;unknown;unknown;unknown;4;46222;48.944150024970114, 2.5664168651874446
22015;1757804-1779648;2014-12-29T00:00:00+01:00;2026-03-11T08:45:09+01:00;Bobigny - Pablo Picasso;metro;659612;6867515;Bobigny;93008;false;true;true;3;42345;48.90636553409274, 2.4490271414582585
412810;1757728-1105546;2015-02-18T00:00:00+01:00;2026-03-11T08:44:26+01:00;Fontenay-sous-Bois;rail;660633;6860546;Fontenay-sous-Bois;94033;partial;partial;partial;3;47238;48.8437576605729, 2.4636112178940737
22094;1757674-1780827;2014-12-29T00:00:00+01:00;2026-03-11T08:43:54+01:00;Charles de Gaulle - Étoile;metro;648350;6864116;Paris 17e;75117;false;true;true;1;477682;48.874994576157455, 2.2958117752357623
41180;1757628-1801068;2014-12-29T15:31:51+01:00;2026-03-11T08:43:26+01:00;Gare de Suresnes - Mont-Valérien;rail;642868;6863802;Suresnes;92073;partial;partial;partial;3;43205;48.87171052055778, 2.2211270696431447
41174;1757617-1801043;2014-12-29T00:00:00+01:00;2026-03-11T08:43:20+01:00;Gare de Garches - Marnes-la-Coquette;rail;640319;6860115;Garches;92033;partial;partial;partial;3;47770;48.83832052169646, 2.1868906724110366
41065;1757570-1098169;2014-12-29T15:31:51+01:00;2026-03-11T08:42:53+01:00;Gare de Lizy-sur-Ourcq;rail;702312;6880182;Lizy-sur-Ourcq;77257;partial;partial;partial;5;47486;49.02154243873742, 3.031614193711916
41108;1757522-1119825;2014-12-29T15:31:51+01:00;2026-03-11T08:42:21+01:00;Gare de Presles - Courcelles;rail;647998;6890635;Presles;95504;partial;partial;partial;5;47946;49.113419825221094, 2.28775174392963
41164;1757501-1119866;2014-12-29T15:31:51+01:00;2026-03-11T08:42:09+01:00;Gare de Thun-le-Paradis;rail;620937;6879076;Meulan-en-Yvelines;78401;partial;partial;partial;5;46902;49.00672913822948, 1.9193252838413486
41246;1757437-1119819;2014-12-29T00:00:00+01:00;2026-03-11T08:41:33+01:00;Gare de Plaisir - Les Clayes;rail;623659;6859462;Plaisir;78490;partial;partial;partial;5;43181;48.83069026880468, 1.9600576282081918
471343;1757425-1570771;2019-03-07T18:32:32+01:00;2026-03-11T08:41:27+01:00;Viroflay - Rive Gauche;rail;639163;6855929;Viroflay;78686;unknown;unknown;unknown;3;462388;48.80056765505977, 2.1717369025329245
41193;1757406-1119732;2014-12-29T00:00:00+01:00;2026-03-11T08:41:17+01:00;Massy - Verrières;rail;646604;6848568;Massy;91377;partial;partial;partial;4;47940;48.73502535075532, 2.273968323838134
41387;1757312-1119823;2014-12-29T15:31:51+01:00;2026-03-11T08:40:11+01:00;Gare de Ponthierry - Pringy;rail;666380;6826182;Saint-Fargeau-Ponthierry;77407;partial;partial;partial;5;45812;48.53500767129626, 2.5446177407505677
41382;1757305-1088898;2014-12-29T00:00:00+01:00;2026-03-11T08:40:07+01:00;Gare de Champagne-sur-Seine;rail;685119;6811906;Champagne-sur-Seine;77079;partial;partial;partial;5;43106;48.40727849811328, 2.798923810986426
41391;1757302-1549508;2014-12-29T00:00:00+01:00;2026-03-11T08:40:06+01:00;Nemours - Saint-Pierre;rail;676636;6796509;Saint-Pierre-lès-Nemours;77431;partial;partial;partial;5;43245;48.268498179465205, 2.6851403583148072
41392;1757301-1086892;2014-12-29T00:00:00+01:00;2026-03-11T08:40:05+01:00;Gare de Bagneaux-sur-Loing;rail;678021;6792158;Bagneaux-sur-Loing;77016;partial;partial;partial;5;47119;48.22939807865669, 2.704022124956683
472133;1737102-1119595;2019-03-07T19:36:21+01:00;2026-02-17T15:55:00+01:00;Évry-Courcouronnes;rail;658005;6836337;Evry-Courcouronnes;91228;unknown;unknown;unknown;5;47906;48.62585755457243, 2.4301745099638166
41316;1737057-1570770;2014-12-29T15:31:51+01:00;2026-02-17T15:32:56+01:00;Gare de Saint-Martin d'Étampes;rail;636766;6814488;Étampes;91223;partial;partial;partial;5;47115;48.42759640087408, 2.1452201681306624
471893;1078042-1119566;2019-03-07T19:13:40+01:00;2026-02-09T14:58:48+01:00;Couilly - Saint-Germain - Quincy;rail;689307;6864760;Saint-Germain-sur-Morin;77413;unknown;unknown;unknown;;47327;48.88276847950543, 2.854193355782525
481067;1714426-1715572;2021-05-31T00:00:00+02:00;2026-02-09T14:58:48+01:00;Saint-Germain-en-Laye;tram;633675;6867224;Saint-Germain-en-Laye;78551;true;unknown;unknown;4;480905;48.90159874875631, 2.0952651369703217
480942;1714418-1715569;2021-04-27T00:00:00+02:00;2026-02-09T14:58:48+01:00;Mareil-Marly;tram;632469;6864977;Mareil-Marly;78367;true;unknown;unknown;4;480943;48.881267628612875, 2.0791730756413713
480938;1274463-1715570;2021-04-27T00:00:00+02:00;2026-02-09T14:58:48+01:00;Noisy-le-Roi;tram;631129;6860539;Noisy-le-Roi;78455;true;unknown;unknown;5;480939;48.841216832429325, 2.0616221678102575
480925;1404439-1715564;2021-04-27T00:00:00+02:00;2026-02-09T14:58:48+01:00;Camp des Loges;tram;632695;6868607;Saint-Germain-en-Laye;78551;true;unknown;unknown;4;480926;48.913933217302144, 2.0816788273095623
486891;1458267-1715555;2023-03-17T09:02:54+01:00;2026-02-09T14:58:48+01:00;Gravigny Balizy;tram;649740;6843108;Longjumeau;91345;true;unknown;unknown;4;486890;48.68616964358343, 2.3172383755356316
486878;1458219-1715550;2023-03-17T09:02:40+01:00;2026-02-09T14:58:48+01:00;Épinay-sur-Orge;tram;651037;6841364;Épinay-sur-Orge;91216;true;unknown;unknown;4;486879;48.67058317417565, 2.3350562498123173
486988;1461840-1715540;2023-04-11T08:29:04+02:00;2026-02-09T14:58:48+01:00;Bois Briard;tram;656939;6835915;Evry-Courcouronnes;91228;true;unknown;unknown;5;486964;48.62199168804949, 2.4157529624879253
486978;1461621-1715559;2023-04-06T10:05:02+02:00;2026-02-09T14:58:48+01:00;Parc du Château;tram;652528;6841042;Morsang-sur-Orge;91434;true;unknown;unknown;5;486979;48.667798198724626, 2.3553396144571783
486970;1461593-1715552;2023-04-06T10:04:55+02:00;2026-02-09T14:58:48+01:00;Ferme Neuve;tram;654574;6839286;Grigny;91286;true;unknown;unknown;5;486971;48.65215091321265, 2.3833089675999224
486976;1461613-1715549;2023-04-06T10:05:00+02:00;2026-02-09T14:58:48+01:00;Coteaux de l'Orge;tram;653062;6840759;Viry-Châtillon;91687;true;unknown;unknown;4;486977;48.66529177517779, 2.3626219325758195
486975;1461609-1715539;2023-04-06T10:04:59+02:00;2026-02-09T14:58:48+01:00;Amédée Gordini;tram;653880;6840024;Viry-Châtillon;91687;true;unknown;unknown;4;486974;48.658739728222805, 2.373808353602194
486962;1685215-1715557;2023-04-06T10:04:46+02:00;2026-02-09T14:58:48+01:00;Massy Europe;tram;646491;6847287;Massy;91377;true;unknown;unknown;4;486961;48.72349482642191, 2.2725814913863354
486965;1461575-1715561;2023-04-06T10:04:50+02:00;2026-02-09T14:58:48+01:00;Traité de Rome;tram;656321;6836266;Evry-Courcouronnes;91228;true;unknown;unknown;5;486966;48.62510742541168, 2.4073325734372077
472147;1079090-1741171;2019-03-07T19:37:42+01:00;2026-02-09T14:58:48+01:00;Aulnay-sous-Bois;tram;663144;6870340;Aulnay-sous-Bois;93005;true;unknown;unknown;4;473095;48.93198132032717, 2.4969637893654677
470874;1074052-1741173;2019-03-07T18:06:13+01:00;2026-02-09T14:58:48+01:00;Épinay - Villetaneuse;tram;650809;6873440;Épinay-sur-Seine;93031;true;unknown;unknown;3;462331;48.95903211759527, 2.3282543310234183
478662;1729321-1636095;2019-11-20T08:04:13+01:00;2026-02-09T11:05:46+01:00;République - Marx Dormoy;tram;665103;6867504;Livry-Gargan;93046;true;unknown;unknown;4;44626;48.90658774433054, 2.5239342778690173
478975;1714476-1524029;2020-02-25T00:00:00+01:00;2026-01-20T11:06:28+01:00;Musée MAC VAL;tram;654916;6854929;Vitry-sur-Seine;94081;true;true;true;3;479030;48.79286792849102, 2.386301204228717
479006;1714485-1524019;2020-02-25T00:00:00+01:00;2026-01-20T11:02:25+01:00;Châteaudun - Barbès;tram;653633;6857443;Ivry-sur-Seine;94041;true;true;true;2;479017;48.81538623659289, 2.368563652805612
478983;1714367-1524026;2020-02-25T00:00:00+01:00;2026-01-12T13:14:55+01:00;Les Saules;tram;657083;6849800;Orly;94054;true;true;true;4;478984;48.74688730804217, 2.4163141241182498
479002;1712249-1524022;2020-02-25T00:00:00+01:00;2026-01-09T15:06:28+01:00;Constant Coquelin;tram;655460;6853840;Vitry-sur-Seine;94081;true;true;true;3;479019;48.78311181038509, 2.393819822760153
494119;1681941-1711029;2025-10-13T12:20:35+02:00;2025-12-11T09:48:04+01:00;La Végétale;cableway;661736;6849264;Limeil-Brévannes;94044;true;true;true;4;494016;48.74235915400814, 2.4796426100755107
494117;1681929-1711032;2025-10-13T12:20:34+02:00;2025-12-11T09:47:09+01:00;Valenton;cableway;661276;6849950;Valenton;94074;true;true;true;4;494018;48.748501535669476, 2.4733249683066982
494278;1682605-1802968;2025-10-27T13:31:26+01:00;2025-10-27T14:48:14+01:00;Christ de Saclay;metro;638343;6848084;Saclay;91534;true;true;true;4;494279;48.729936326610655, 2.161707717371245
470721;1073484-1715498;2019-03-07T17:59:16+01:00;2025-08-06T15:28:47+02:00;Dugny - La Courneuve;tram;656859;6871710;La Courneuve;93027;true;unknown;unknown;3;426092;48.943910010193505, 2.41104524117172
478651;1182876-1636094;2019-11-20T00:00:00+01:00;2025-08-06T15:06:36+02:00;Arboretum;tram;667868;6866521;Montfermeil;93047;true;unknown;unknown;4;478647;48.89789189519379, 2.56172809739115
478649;1182878-1636093;2019-11-20T00:00:00+01:00;2025-08-06T15:04:26+02:00;Notre-Dame-des-Anges;tram;667459;6866861;Montfermeil;93047;true;unknown;unknown;4;479060;48.90092887461582, 2.5561234945096047
472618;1081010-1636102;2019-03-07T20:25:41+01:00;2025-08-06T14:55:51+02:00;Rougemont Chanteloup;tram;664457;6870226;Sevran;93071;true;unknown;unknown;4;411283;48.931030062746295, 2.5148936222347817
472657;1081170-1636099;2019-03-07T20:29:37+01:00;2025-08-06T14:52:24+02:00;L'Abbaye;tram;664553;6869202;Livry-Gargan;93046;true;unknown;unknown;4;47936;48.92182707220548, 2.5162894528120816
472642;1081108-1636103;2019-03-07T20:28:03+01:00;2025-08-06T14:50:47+02:00;Lycée Henri Sellier;tram;664457;6868550;Livry-Gargan;93046;true;unknown;unknown;4;411280;48.91595864751581, 2.515034111110429
472857;1081994-1636088;2019-03-07T20:52:31+01:00;2025-08-06T14:47:07+02:00;Gargan;tram;664562;6867577;Les Pavillons-sous-Bois;93057;true;unknown;unknown;4;43128;48.907214647335955, 2.516548028569006
471757;1077503-1636086;2019-03-07T19:02:33+01:00;2025-08-06T14:25:32+02:00;Allée de la Tour-Rendez-vous;tram;663829;6866478;Villemomble;93077;true;unknown;unknown;4;462929;48.89729093772938, 2.5066422337264713
21980;1338495-1338491;2014-12-29T00:00:00+01:00;2025-06-20T08:06:51+02:00;Sèvres - Babylone;metro;650605;6861491;Paris 7e;75107;false;true;true;1;44828;48.851565306377694, 2.326859663121737
473827;1648615-1497338;2019-03-22T00:00:00+01:00;2025-05-13T15:43:19+02:00;Orly 1-2-3;rail;652893;6847910;Paray-Vieille-Poste;91479;true;false;false;4;42164;48.72959676459901, 2.3595395646598853
28853;1319291-1716388;2014-12-29T00:00:00+01:00;2025-01-29T14:09:59+01:00;Butte Pinson (Parc Régional);tram;653595;6875040;Saint-Denis;93066;true;true;true;4;58640;48.97362642762547, 2.366122494734763
28851;1348702-1716399;2014-12-29T00:00:00+01:00;2025-01-29T14:09:59+01:00;Petit Pierrefitte;tram;652977;6872717;Saint-Denis;93066;true;true;true;3;46338;48.952693028534995, 2.3579391910244785
28850;1319288-1716388;2014-12-29T00:00:00+01:00;2025-01-29T14:09:59+01:00;Butte Pinson (Parc Régional);tram;653585;6875038;Saint-Denis;93066;true;true;true;4;58640;48.973607721792234, 2.365986123143972
28860;1348705-1716399;2014-12-29T00:00:00+01:00;2025-01-29T14:09:59+01:00;Petit Pierrefitte;tram;652984;6872717;Saint-Denis;93066;true;true;true;3;46338;48.95269354032623, 2.3580347661176333
478658;1802382-1636096;2019-11-20T08:04:02+01:00;2026-06-01T14:29:31+02:00;Léon Blum;tram;665714;6867710;Livry-Gargan;93046;true;unknown;unknown;4;43430;48.90847306395353, 2.532252711171421
494272;1802387-1802965;2025-10-27T13:11:25+01:00;2026-06-01T14:28:12+02:00;Massy - Palaiseau;metro;645464;6847463;Massy;91377;true;true;true;4;494273;48.72500001016743, 2.2586111360127807
495668;1791548-1741185;2026-04-07T18:12:54+02:00;2026-04-07T18:13:22+02:00;Le Bourget;tram;657833;6870256;Le Bourget;93013;unknown;unknown;unknown;4;462335;48.93089978725544, 2.4244863449720024
495666;1791538-1741173;2026-04-07T18:12:50+02:00;2026-04-07T18:13:22+02:00;Épinay - Villetaneuse;tram;650871;6873318;Épinay-sur-Seine;93031;unknown;unknown;unknown;4;462331;48.95793982808798, 2.329115108444511
22242;1787745-854781;2014-12-29T00:00:00+01:00;2026-04-03T09:24:02+02:00;Saint-Denis - Université;metro;653455;6871955;Saint-Denis;93066;false;true;true;3;44860;48.94587577961463, 2.364549337226184
22223;1787733-45322;2014-12-29T15:31:51+01:00;2026-04-03T09:23:59+02:00;Plaisance;metro;649635;6859298;Paris 14e;75114;false;true;true;1;45322;48.831768583626555, 2.313901118148286
22232;1787679-43693;2014-12-29T00:00:00+01:00;2026-04-03T09:23:41+02:00;Les Agnettes;metro;647705;6869467;Gennevilliers;92036;false;true;true;3;43693;48.9230613700019, 2.2863590924382646
463011;1787597-1332134;2019-01-28T00:00:00+01:00;2026-04-03T09:23:11+02:00;Champs-Élysées - Clemenceau;metro;649666;6863257;Paris 8e;75108;false;true;true;1;42531;48.867374001006716, 2.3138547679042074
22093;1787574-1332134;2014-12-29T00:00:00+01:00;2026-04-03T09:23:04+02:00;Champs-Élysées - Clemenceau;metro;649673;6863257;Paris 8e;75108;false;true;true;1;42531;48.867374547982614, 2.313950186009317
463130;1787563-1034651;2019-01-29T00:00:00+01:00;2026-04-03T09:23:01+02:00;Bérault;metro;658097;6860763;Vincennes;94080;false;true;true;2;42318;48.845549192150195, 2.429026265246658
463213;1787545-1347842;2019-01-29T00:00:00+01:00;2026-04-03T09:22:55+02:00;Malakoff - Plateau de Vanves;metro;648476;6858250;Malakoff;92046;false;true;true;2;413433;48.82225221398669, 2.298240299190647
22233;1787495-1779508;2014-12-29T00:00:00+01:00;2026-04-03T09:22:41+02:00;Asnières - Gennevilliers - Les Courtilles;metro;647556;6870325;Gennevilliers;92036;false;true;true;3;42231;48.93076460498813, 2.2842197492931633
22219;1787478-1097017;2014-12-29T00:00:00+01:00;2026-04-03T09:22:38+02:00;Porte de Clichy;metro;649672;6866268;Paris 17e;75117;false;true;true;1;473477;48.89445140394939, 2.3135797557088122
463040;1787466-47247;2019-01-28T00:00:00+01:00;2026-04-03T09:22:35+02:00;Saint-Mandé;metro;657363;6860866;Vincennes;94080;false;true;true;2;47247;48.84642732675729, 2.419014752242071
463109;1787448-1779508;2019-01-29T00:00:00+01:00;2026-04-03T09:22:28+02:00;Asnières - Gennevilliers - Les Courtilles;metro;647548;6870322;Gennevilliers;92036;false;true;true;3;42231;48.93073697612395, 2.284110938741385
462953;1787313-43042;2019-01-28T00:00:00+01:00;2026-04-03T09:21:40+02:00;Gabriel Péri;metro;648283;6868742;Asnières-sur-Seine;92004;false;true;true;3;43042;48.91658864505022, 2.2943347306360344
22222;1787294-44316;2014-12-29T00:00:00+01:00;2026-04-03T09:21:30+02:00;Pernety;metro;649939;6859525;Paris 14e;75114;false;true;true;1;44316;48.83383369298693, 2.3180154545655682
463170;1787283-1327463;2019-01-29T00:00:00+01:00;2026-04-03T09:21:26+02:00;Esplanade de la Défense;metro;645008;6865594;Puteaux;92062;false;true;true;3;42962;48.888008945923886, 2.250058737295006
22078;1786976-44533;2014-12-29T00:00:00+01:00;2026-04-03T09:18:34+02:00;Porte Maillot;metro;647373;6864437;Paris 17e;75117;false;true;true;1;44533;48.87780212994374, 2.2824524639359045
463197;1786897-1641339;2019-01-29T00:00:00+01:00;2026-04-03T09:17:48+02:00;Gare de Lyon;metro;654034;6860832;Paris 12e;75112;false;true;true;1;43153;48.84589268649372, 2.3736582539917284
22221;1786700-44526;2014-12-29T00:00:00+01:00;2026-04-03T09:15:50+02:00;Porte de Vanves;metro;648957;6858820;Paris 14e;75114;false;true;true;1;44526;48.82741655531218, 2.30472284886518
463041;1786578-45664;2019-01-28T00:00:00+01:00;2026-04-03T09:12:34+02:00;Tuileries;metro;650778;6862944;Paris 1er;75101;false;true;true;1;45664;48.86464518945827, 2.329048894665331
22227;1786556-43548;2014-12-29T00:00:00+01:00;2026-04-03T09:08:52+02:00;La Fourche;metro;650569;6865425;Paris 18e;75118;false;true;true;1;43548;48.886940136895724, 2.325911429942041
22076;1786467-1348006;2014-12-29T00:00:00+01:00;2026-04-03T08:58:01+02:00;Reuilly - Diderot;metro;654879;6860963;Paris 12e;75112;false;true;true;1;44637;48.84713049618854, 2.385158021366095
463227;1786363-1323693;2019-01-29T00:00:00+01:00;2026-04-03T08:50:46+02:00;Palais Royal - Musée du Louvre;metro;651235;6862729;Paris 1er;75101;false;true;true;1;44236;48.862746489807016, 2.3353026915739026
463150;1786337-1035205;2019-01-29T00:00:00+01:00;2026-04-03T08:48:31+02:00;Concorde;metro;650452;6863116;Paris 1er;75101;false;true;true;1;45676;48.86616695890287, 2.3245853108798027
22244;1786308-43252;2014-12-29T00:00:00+01:00;2026-04-03T08:43:36+02:00;Garibaldi;metro;651003;6867457;Saint-Ouen;93070;false;true;true;2;43252;48.905246200457405, 2.3315950289277683
22228;1347739-43333;2014-12-29T00:00:00+01:00;2026-04-01T12:31:31+02:00;Guy Môquet;metro;650690;6866098;Paris 18e;75118;false;true;true;1;43333;48.893001441948016, 2.3274832586261254
22200;1460171-58727;2014-12-29T15:31:51+01:00;2025-11-14T07:10:48+01:00;Filles du Calvaire;metro;653548;6862748;Paris 11e;75111;false;true;true;1;58727;48.8630883018733, 2.366826859795412
492422;1619476-1646240;2024-12-16T14:46:51+01:00;2025-11-10T10:05:18+01:00;Villiers Montbarbin;tram;691382;6862617;Crécy-la-Chapelle;77142;true;unknown;unknown;5;492423;48.86352745618941, 2.8825308779964818
41092;1684407-1684406;2014-12-29T15:31:51+01:00;2025-11-06T14:27:44+01:00;Épluches;rail;635826;6884212;Saint-Ouen-l'Aumône;95572;partial;partial;partial;5;47596;49.05456919593283, 2.1220298269659463
494282;1684041-1802966;2025-10-27T13:44:16+01:00;2025-10-31T13:12:26+01:00;Polytechnique;metro;641230;6846431;Palaiseau;91477;true;true;true;4;494275;48.7153387722696, 2.2011841496673488
494280;1684035-1802968;2025-10-27T13:39:43+01:00;2025-10-31T13:08:12+01:00;Christ de Saclay;metro;638344;6848062;Saclay;91534;true;true;true;4;494279;48.72973856056186, 2.161724487715379
22239;1792982-1034876;2014-12-29T00:00:00+01:00;2026-04-13T12:36:22+02:00;Carrefour Pleyel;metro;651817;6868982;Saint-Denis;93066;false;true;true;2;42447;48.919021124446104, 2.3425256824012224
484167;1777835-1777827;2022-06-10T08:03:16+02:00;2026-03-30T15:45:37+02:00;Neuilly - Porte Maillot;rail;647389;6864448;Paris 17e;75117;unknown;unknown;unknown;1;415093;48.8779023565879, 2.2826692429091637
471859;1777829-1777827;2019-03-07T19:11:01+01:00;2026-03-30T15:45:02+02:00;Neuilly - Porte Maillot;rail;647618;6864534;Paris 17e;75117;unknown;unknown;unknown;1;415093;48.878694393348354, 2.2857807934746095
490881;1595174-1722501;2024-02-09T13:56:37+01:00;2024-07-25T04:56:45+02:00;Anna de Noailles;tram;647048;6864071;Paris 16e;75116;true;true;true;1;490880;48.87448416998017, 2.278067091923999
490889;1595144-1722504;2024-02-09T13:56:44+01:00;2024-07-25T04:51:44+02:00;Thérèse Pierre;tram;647819;6865088;Paris 17e;75117;true;true;true;1;490888;48.883692636254814, 2.2884531779146267
490890;1595141-1722505;2024-02-09T13:56:45+01:00;2024-07-25T04:51:21+02:00;Porte de Champerret;tram;648081;6865339;Paris 17e;75117;true;true;true;1;490891;48.8859709615691, 2.291994963614582
35930;1579480-1716294;2014-12-29T00:00:00+01:00;2024-07-02T08:01:54+02:00;Chevilly-Larue;tram;653423;6851244;Chevilly-Larue;94021;true;true;true;3;47421;48.75962056875823, 2.366381339786971
35929;1579479-1716294;2014-12-29T00:00:00+01:00;2024-07-02T08:01:44+02:00;Chevilly-Larue;tram;653423;6851235;Chevilly-Larue;94021;true;true;true;3;47421;48.759539625531616, 2.366382322204741
